step,loss,val_loss,val_ppl,lr,grad_norm,tok_per_sec,gpu_temp,vram_mb,elapsed_s,loss_scale,overflow,fwd_ms,bwd_ms,optim_ms,vram_real_mb
1840,4.365997,,,1.806542e-05,0.7531,2459.9,60.0,1138.9,6171.5,65536.0,0,1175.40,2127.61,17.65,2280.0
1850,4.396755,,,1.709681e-05,0.7541,2458.7,60.0,1138.9,6204.9,65536.0,0,1178.19,2126.54,17.63,2280.0
1860,4.337161,,,1.618866e-05,0.7337,2459.8,60.0,1138.9,6238.3,65536.0,0,1175.49,2126.79,17.67,2280.0
1870,4.361151,,,1.534142e-05,0.7376,2458.9,60.0,1138.9,6271.6,65536.0,0,1174.93,2129.70,17.73,2280.0
1880,4.386057,,,1.455543e-05,0.7793,2459.2,60.0,1138.9,6305.0,65536.0,0,1175.63,2127.95,17.66,2280.0
1890,4.250511,,,1.383106e-05,0.7685,2459.0,60.0,1138.9,6338.4,65536.0,0,1175.11,2128.37,17.61,2280.0
1900,4.305481,,,1.316859e-05,0.7414,2458.7,60.0,1138.9,6371.7,65536.0,0,1175.61,2128.36,17.76,2280.0
1910,4.311295,,,1.256835e-05,0.7626,2459.4,60.0,1138.9,6405.1,65536.0,0,1176.91,2126.39,17.67,2280.0
1920,4.238643,,,1.203058e-05,0.7837,2459.4,60.0,1138.9,6438.5,65536.0,0,1172.55,2129.88,17.63,2280.0
1930,4.173286,,,1.155551e-05,0.7425,2463.2,60.0,1138.9,6471.9,65536.0,0,1173.81,2124.52,17.77,2280.0
1940,4.325666,,,1.114337e-05,0.7290,2457.2,60.0,1138.9,6505.2,65536.0,0,1178.38,2127.85,17.73,2280.0
1950,4.307306,,,1.079432e-05,0.7690,2459.4,60.0,1138.9,6538.6,65536.0,0,1174.37,2128.86,17.60,2280.0
1960,4.329272,,,1.050853e-05,0.7506,2458.2,60.0,1138.9,6572.0,65536.0,0,1175.02,2128.85,17.63,2280.0
1970,4.251751,,,1.028612e-05,0.7702,2460.8,60.0,1138.9,6605.4,65536.0,0,1175.52,2125.28,17.76,2280.0
1980,4.319703,,,1.012719e-05,0.7719,2461.8,60.0,1138.9,6638.8,65536.0,0,1173.43,2124.99,18.11,2280.0
